model,students,probability,time
IEPModel,8391,0.999999963408,59.24775ms
IEPModel,8392,0.999999963508,53.461083ms
IEPModel,8393,0.999999963608,81.078417ms
IEPModel,8394,0.999999963707,74.2885ms
IEPModel,8395,0.999999963807,82.164125ms
IEPModel,8396,0.999999963906,55.853958ms
IEPModel,8397,0.999999964005,65.725792ms
IEPModel,8398,0.999999964104,56.442667ms
IEPModel,8399,0.999999964202,60.709666ms
IEPModel,8400,0.9999999643,55.222375ms
IEPModel,8401,0.999999964398,53.626ms
IEPModel,8402,0.999999964495,61.18425ms
IEPModel,8403,0.999999964593,65.701041ms
IEPModel,8404,0.99999996469,60.695125ms
IEPModel,8405,0.999999964786,61.922958ms
IEPModel,8406,0.999999964883,60.717875ms
IEPModel,8407,0.999999964979,88.201125ms
IEPModel,8408,0.999999965075,64.631167ms
IEPModel,8409,0.999999965171,59.027958ms
IEPModel,8410,0.999999965266,55.314584ms
IEPModel,8411,0.999999965361,54.512708ms
IEPModel,8412,0.999999965456,60.575417ms
IEPModel,8413,0.999999965551,59.17275ms
IEPModel,8414,0.999999965645,60.252541ms
IEPModel,8415,0.999999965739,61.238417ms
IEPModel,8416,0.999999965833,66.69675ms
IEPModel,8417,0.999999965927,59.196083ms
IEPModel,8418,0.99999996602,62.13975ms
IEPModel,8419,0.999999966113,61.321166ms
IEPModel,8420,0.999999966206,60.500625ms
IEPModel,8421,0.999999966299,54.928708ms
IEPModel,8422,0.999999966391,66.107ms
IEPModel,8423,0.999999966483,65.39525ms
IEPModel,8424,0.999999966575,60.436333ms
IEPModel,8425,0.999999966666,61.458208ms
IEPModel,8426,0.999999966758,66.4705ms
IEPModel,8427,0.999999966849,60.794125ms
IEPModel,8428,0.99999996694,61.310916ms
IEPModel,8429,0.99999996703,63.715291ms
IEPModel,8430,0.999999967121,61.534292ms
IEPModel,8431,0.999999967211,61.331833ms
IEPModel,8432,0.9999999673,62.372375ms
IEPModel,8433,0.99999996739,62.221917ms
IEPModel,8434,0.999999967479,65.388041ms
IEPModel,8435,0.999999967568,60.926083ms
IEPModel,8436,0.999999967657,61.625375ms
IEPModel,8437,0.999999967746,71.710458ms
IEPModel,8438,0.999999967834,61.249916ms
IEPModel,8439,0.999999967922,63.411583ms
IEPModel,8440,0.99999996801,61.514375ms
IEPModel,8441,0.999999968098,62.126875ms
IEPModel,8442,0.999999968185,60.832625ms
IEPModel,8443,0.999999968273,70.469459ms
IEPModel,8444,0.999999968359,67.442083ms
IEPModel,8445,0.999999968446,62.414291ms
IEPModel,8446,0.999999968533,67.246167ms
IEPModel,8447,0.999999968619,62.551541ms
IEPModel,8448,0.999999968705,67.516167ms
IEPModel,8449,0.99999996879,67.417291ms
IEPModel,8450,0.999999968876,62.172375ms
IEPModel,8451,0.999999968961,61.261208ms
IEPModel,8452,0.999999969046,56.237042ms
IEPModel,8453,0.999999969131,73.111917ms
IEPModel,8454,0.999999969216,69.519958ms
IEPModel,8455,0.9999999693,61.569584ms
IEPModel,8456,0.999999969384,61.088292ms
IEPModel,8457,0.999999969468,61.657292ms
IEPModel,8458,0.999999969552,62.523458ms
IEPModel,8459,0.999999969635,67.767417ms
IEPModel,8460,0.999999969718,61.528208ms
IEPModel,8461,0.999999969801,54.775041ms
IEPModel,8462,0.999999969884,60.212083ms
IEPModel,8463,0.999999969966,76.716583ms
IEPModel,8464,0.999999970049,65.998542ms
IEPModel,8465,0.999999970131,61.807875ms
IEPModel,8466,0.999999970213,76.302459ms
IEPModel,8467,0.999999970294,56.43275ms
IEPModel,8468,0.999999970376,63.313042ms
IEPModel,8469,0.999999970457,64.777541ms
IEPModel,8470,0.999999970538,74.532417ms
IEPModel,8471,0.999999970618,63.910792ms
IEPModel,8472,0.999999970699,61.917666ms
IEPModel,8473,0.999999970779,66.061792ms
IEPModel,8474,0.999999970859,64.812958ms
IEPModel,8475,0.999999970939,67.945041ms
IEPModel,8476,0.999999971019,63.195417ms
IEPModel,8477,0.999999971098,68.1425ms
IEPModel,8478,0.999999971177,62.176458ms
IEPModel,8479,0.999999971256,62.485625ms
IEPModel,8480,0.999999971335,63.750709ms
IEPModel,8481,0.999999971414,68.863042ms
IEPModel,8482,0.999999971492,56.489875ms
IEPModel,8483,0.99999997157,87.818083ms
IEPModel,8484,0.999999971648,70.090333ms
IEPModel,8485,0.999999971726,63.8455ms
IEPModel,8486,0.999999971803,62.1225ms
IEPModel,8487,0.99999997188,62.683167ms
IEPModel,8488,0.999999971957,65.48625ms
IEPModel,8489,0.999999972034,63.41275ms
IEPModel,8490,0.999999972111,65.608208ms
IEPModel,8491,0.999999972187,60.8245ms
IEPModel,8492,0.999999972263,64.622583ms
IEPModel,8493,0.999999972339,75.719792ms
IEPModel,8494,0.999999972415,57.61575ms
IEPModel,8495,0.999999972491,58.24925ms
IEPModel,8496,0.999999972566,81.200084ms
IEPModel,8497,0.999999972641,57.384084ms
IEPModel,8498,0.999999972716,59.803584ms
IEPModel,8499,0.999999972791,68.384041ms
IEPModel,8500,0.999999972865,58.486208ms
IEPModel,8501,0.99999997294,61.725875ms
IEPModel,8502,0.999999973014,63.848334ms
IEPModel,8503,0.999999973088,58.003916ms
IEPModel,8504,0.999999973162,71.834167ms
IEPModel,8505,0.999999973235,62.815542ms
IEPModel,8506,0.999999973308,64.042125ms
IEPModel,8507,0.999999973382,65.7745ms
IEPModel,8508,0.999999973455,63.970417ms
IEPModel,8509,0.999999973527,70.734709ms
IEPModel,8510,0.9999999736,64.676625ms
IEPModel,8511,0.999999973672,64.298708ms
IEPModel,8512,0.999999973744,57.010042ms
IEPModel,8513,0.999999973816,61.387875ms
IEPModel,8514,0.999999973888,65.125083ms
IEPModel,8515,0.999999973959,59.110042ms
IEPModel,8516,0.999999974031,64.254084ms
IEPModel,8517,0.999999974102,58.205083ms
IEPModel,8518,0.999999974173,65.00775ms
IEPModel,8519,0.999999974244,65.637666ms
IEPModel,8520,0.999999974314,64.168208ms
IEPModel,8521,0.999999974385,62.504459ms
IEPModel,8522,0.999999974455,58.047541ms
IEPModel,8523,0.999999974525,69.631ms
IEPModel,8524,0.999999974595,67.141958ms
IEPModel,8525,0.999999974664,67.610833ms
IEPModel,8526,0.999999974734,58.453625ms
IEPModel,8527,0.999999974803,75.734708ms
IEPModel,8528,0.999999974872,65.478375ms
IEPModel,8529,0.999999974941,69.644833ms
IEPModel,8530,0.999999975009,58.509125ms
IEPModel,8531,0.999999975078,76.445583ms
IEPModel,8532,0.999999975146,78.378166ms
IEPModel,8533,0.999999975214,58.424708ms
IEPModel,8534,0.999999975282,71.683417ms
IEPModel,8535,0.99999997535,84.585542ms
IEPModel,8536,0.999999975417,62.02475ms
IEPModel,8537,0.999999975485,65.368083ms
IEPModel,8538,0.999999975552,65.159542ms
IEPModel,8539,0.999999975619,67.340125ms
IEPModel,8540,0.999999975686,70.362166ms
IEPModel,8541,0.999999975752,66.731292ms
IEPModel,8542,0.999999975819,64.09525ms
IEPModel,8543,0.999999975885,65.484791ms
IEPModel,8544,0.999999975951,71.326334ms
IEPModel,8545,0.999999976017,58.069ms
IEPModel,8546,0.999999976083,80.73425ms
IEPModel,8547,0.999999976148,78.056ms
IEPModel,8548,0.999999976213,77.258875ms
IEPModel,8549,0.999999976279,64.195334ms
IEPModel,8550,0.999999976344,64.385375ms
IEPModel,8551,0.999999976408,66.596625ms
IEPModel,8552,0.999999976473,63.955875ms
IEPModel,8553,0.999999976537,70.025375ms
IEPModel,8554,0.999999976602,72.362584ms
IEPModel,8555,0.999999976666,65.576542ms
IEPModel,8556,0.99999997673,70.167541ms
IEPModel,8557,0.999999976794,73.486375ms
IEPModel,8558,0.999999976857,64.225083ms
IEPModel,8559,0.99999997692,65.584125ms
IEPModel,8560,0.999999976984,67.863458ms
IEPModel,8561,0.999999977047,76.086041ms
IEPModel,8562,0.99999997711,63.578917ms
IEPModel,8563,0.999999977172,70.886875ms
IEPModel,8564,0.999999977235,66.532458ms
IEPModel,8565,0.999999977297,70.452167ms
IEPModel,8566,0.999999977359,72.390666ms
IEPModel,8567,0.999999977422,68.426416ms
IEPModel,8568,0.999999977483,61.435959ms
IEPModel,8569,0.999999977545,71.244125ms
IEPModel,8570,0.999999977607,62.103542ms
IEPModel,8571,0.999999977668,73.297125ms
IEPModel,8572,0.999999977729,67.894083ms
IEPModel,8573,0.99999997779,69.151041ms
IEPModel,8574,0.999999977851,67.151625ms
IEPModel,8575,0.999999977912,65.5075ms
IEPModel,8576,0.999999977972,72.662666ms
IEPModel,8577,0.999999978033,75.190125ms
IEPModel,8578,0.999999978093,66.141792ms
IEPModel,8579,0.999999978153,64.979208ms
IEPModel,8580,0.999999978213,65.386875ms
IEPModel,8581,0.999999978272,75.162583ms
IEPModel,8582,0.999999978332,69.745208ms
IEPModel,8583,0.999999978391,68.760958ms
IEPModel,8584,0.99999997845,65.887708ms
IEPModel,8585,0.999999978509,64.842875ms
IEPModel,8586,0.999999978568,65.327541ms
IEPModel,8587,0.999999978627,72.63875ms
IEPModel,8588,0.999999978686,64.731666ms
IEPModel,8589,0.999999978744,70.997708ms
IEPModel,8590,0.999999978802,69.805167ms
IEPModel,8591,0.99999997886,67.841708ms
IEPModel,8592,0.999999978918,78.796792ms
IEPModel,8593,0.999999978976,65.160459ms
IEPModel,8594,0.999999979034,66.253334ms
IEPModel,8595,0.999999979091,72.430875ms
IEPModel,8596,0.999999979148,70.387209ms
IEPModel,8597,0.999999979205,66.013459ms
IEPModel,8598,0.999999979262,87.860458ms
IEPModel,8599,0.999999979319,77.045542ms
IEPModel,8600,0.999999979376,67.487792ms
IEPModel,8601,0.999999979432,62.295291ms
IEPModel,8602,0.999999979489,60.75825ms
IEPModel,8603,0.999999979545,68.292583ms
IEPModel,8604,0.999999979601,63.404875ms
IEPModel,8605,0.999999979657,70.141375ms
IEPModel,8606,0.999999979713,75.179583ms
IEPModel,8607,0.999999979768,67.113042ms
IEPModel,8608,0.999999979824,60.218209ms
IEPModel,8609,0.999999979879,71.602542ms
IEPModel,8610,0.999999979934,66.69775ms
IEPModel,8611,0.999999979989,66.327083ms
IEPModel,8612,0.999999980044,67.6655ms
IEPModel,8613,0.999999980098,59.934458ms
IEPModel,8614,0.999999980153,79.957834ms
IEPModel,8615,0.999999980207,68.416042ms
IEPModel,8616,0.999999980262,76.336291ms
IEPModel,8617,0.999999980316,67.161541ms
IEPModel,8618,0.99999998037,90.591958ms
IEPModel,8619,0.999999980423,70.209292ms
IEPModel,8620,0.999999980477,87.744417ms
IEPModel,8621,0.99999998053,71.932958ms
IEPModel,8622,0.999999980584,60.167292ms
IEPModel,8623,0.999999980637,80.078875ms
IEPModel,8624,0.99999998069,60.890417ms
IEPModel,8625,0.999999980743,65.840625ms
IEPModel,8626,0.999999980796,70.338625ms
IEPModel,8627,0.999999980848,67.0725ms
IEPModel,8628,0.999999980901,61.154458ms
IEPModel,8629,0.999999980953,75.57725ms
IEPModel,8630,0.999999981005,73.07875ms
IEPModel,8631,0.999999981057,68.353417ms
IEPModel,8632,0.999999981109,69.571542ms
IEPModel,8633,0.999999981161,72.202125ms
IEPModel,8634,0.999999981213,76.741791ms
IEPModel,8635,0.999999981264,67.015ms
IEPModel,8636,0.999999981315,67.907584ms
IEPModel,8637,0.999999981367,67.115625ms
IEPModel,8638,0.999999981418,71.665041ms
IEPModel,8639,0.999999981469,80.004334ms
IEPModel,8640,0.999999981519,65.908417ms
IEPModel,8641,0.99999998157,67.798375ms
IEPModel,8642,0.99999998162,83.422625ms
IEPModel,8643,0.999999981671,75.978958ms
IEPModel,8644,0.999999981721,67.117208ms
IEPModel,8645,0.999999981771,62.967084ms
IEPModel,8646,0.999999981821,71.665417ms
IEPModel,8647,0.999999981871,70.031666ms
IEPModel,8648,0.99999998192,92.442166ms
IEPModel,8649,0.99999998197,67.090167ms
IEPModel,8650,0.999999982019,66.787208ms
IEPModel,8651,0.999999982069,70.179666ms
IEPModel,8652,0.999999982118,65.8535ms
IEPModel,8653,0.999999982167,66.188667ms
IEPModel,8654,0.999999982216,61.644083ms
IEPModel,8655,0.999999982264,68.724625ms
IEPModel,8656,0.999999982313,61.430375ms
IEPModel,8657,0.999999982361,67.127541ms
IEPModel,8658,0.99999998241,64.102709ms
IEPModel,8659,0.999999982458,73.724667ms
IEPModel,8660,0.999999982506,67.704333ms
IEPModel,8661,0.999999982554,68.88475ms
IEPModel,8662,0.999999982602,68.679792ms
IEPModel,8663,0.999999982649,61.45625ms
IEPModel,8664,0.999999982697,67.809042ms
IEPModel,8665,0.999999982744,72.986166ms
IEPModel,8666,0.999999982792,67.110625ms
IEPModel,8667,0.999999982839,83.769959ms
IEPModel,8668,0.999999982886,69.965625ms
IEPModel,8669,0.999999982933,67.713542ms
IEPModel,8670,0.999999982979,72.0215ms
IEPModel,8671,0.999999983026,69.031625ms
IEPModel,8672,0.999999983073,81.414417ms
IEPModel,8673,0.999999983119,61.590584ms
IEPModel,8674,0.999999983165,74.558459ms
IEPModel,8675,0.999999983211,68.893416ms
IEPModel,8676,0.999999983257,66.136625ms
IEPModel,8677,0.999999983303,68.517791ms
IEPModel,8678,0.999999983349,68.187375ms
IEPModel,8679,0.999999983394,74.569125ms
IEPModel,8680,0.99999998344,66.154459ms
IEPModel,8681,0.999999983485,61.972083ms
IEPModel,8682,0.999999983531,69.368458ms
IEPModel,8683,0.999999983576,73.570125ms
IEPModel,8684,0.999999983621,62.906541ms
IEPModel,8685,0.999999983666,69.874083ms
IEPModel,8686,0.99999998371,66.72075ms
IEPModel,8687,0.999999983755,67.225667ms
IEPModel,8688,0.999999983799,70.501375ms
IEPModel,8689,0.999999983844,80.762917ms
IEPModel,8690,0.999999983888,81.97125ms
IEPModel,8691,0.999999983932,69.267459ms
IEPModel,8692,0.999999983976,76.628125ms
IEPModel,8693,0.99999998402,76.296458ms
IEPModel,8694,0.999999984064,80.651875ms
IEPModel,8695,0.999999984108,81.346625ms
IEPModel,8696,0.999999984151,71.292792ms
IEPModel,8697,0.999999984195,68.615ms
IEPModel,8698,0.999999984238,82.744625ms
IEPModel,8699,0.999999984281,68.446208ms
IEPModel,8700,0.999999984324,74.282125ms
IEPModel,8701,0.999999984367,69.76225ms
IEPModel,8702,0.99999998441,70.228709ms
IEPModel,8703,0.999999984453,69.852792ms
IEPModel,8704,0.999999984495,69.952459ms
IEPModel,8705,0.999999984538,70.378042ms
IEPModel,8706,0.99999998458,69.933292ms
IEPModel,8707,0.999999984622,73.3195ms
IEPModel,8708,0.999999984664,75.477958ms
IEPModel,8709,0.999999984706,82.539375ms
IEPModel,8710,0.999999984748,71.122834ms
IEPModel,8711,0.99999998479,70.230416ms
IEPModel,8712,0.999999984832,80.249042ms
IEPModel,8713,0.999999984873,70.334875ms
IEPModel,8714,0.999999984915,76.041ms
IEPModel,8715,0.999999984956,71.212417ms
IEPModel,8716,0.999999984997,83.077417ms
IEPModel,8717,0.999999985038,72.205333ms
IEPModel,8718,0.999999985079,69.631416ms
IEPModel,8719,0.99999998512,70.215833ms
IEPModel,8720,0.999999985161,71.012459ms
IEPModel,8721,0.999999985202,64.877833ms
IEPModel,8722,0.999999985242,65.532167ms
IEPModel,8723,0.999999985283,78.02375ms
IEPModel,8724,0.999999985323,71.509084ms
IEPModel,8725,0.999999985363,81.825792ms
IEPModel,8726,0.999999985403,70.522333ms
IEPModel,8727,0.999999985443,71.108709ms
IEPModel,8728,0.999999985483,72.543083ms
IEPModel,8729,0.999999985523,82.121708ms
IEPModel,8730,0.999999985563,71.07025ms
IEPModel,8731,0.999999985602,66.207667ms
IEPModel,8732,0.999999985642,83.235708ms
IEPModel,8733,0.999999985681,62.575375ms
IEPModel,8734,0.99999998572,63.031709ms
IEPModel,8735,0.999999985759,84.304958ms
IEPModel,8736,0.999999985798,87.999709ms
IEPModel,8737,0.999999985837,72.238667ms
IEPModel,8738,0.999999985876,74.49225ms
IEPModel,8739,0.999999985915,70.953334ms
IEPModel,8740,0.999999985953,71.026334ms
IEPModel,8741,0.999999985992,77.28175ms
IEPModel,8742,0.99999998603,69.0305ms
IEPModel,8743,0.999999986068,79.660917ms
IEPModel,8744,0.999999986107,71.013666ms
IEPModel,8745,0.999999986145,72.070083ms
IEPModel,8746,0.999999986183,71.2075ms
IEPModel,8747,0.99999998622,79.29525ms
IEPModel,8748,0.999999986258,77.643167ms
IEPModel,8749,0.999999986296,70.680792ms
IEPModel,8750,0.999999986333,71.98225ms
IEPModel,8751,0.999999986371,78.354541ms
IEPModel,8752,0.999999986408,73.784125ms
IEPModel,8753,0.999999986445,72.003458ms
IEPModel,8754,0.999999986483,71.948167ms
IEPModel,8755,0.99999998652,78.016916ms
IEPModel,8756,0.999999986557,72.239875ms
IEPModel,8757,0.999999986593,83.8275ms
IEPModel,8758,0.99999998663,79.53175ms
IEPModel,8759,0.999999986667,79.006875ms
IEPModel,8760,0.999999986703,72.559583ms
IEPModel,8761,0.99999998674,79.698333ms
IEPModel,8762,0.999999986776,107.330958ms
IEPModel,8763,0.999999986812,72.431625ms
IEPModel,8764,0.999999986848,65.162708ms
IEPModel,8765,0.999999986884,78.206834ms
IEPModel,8766,0.99999998692,73.757667ms
IEPModel,8767,0.999999986956,73.225167ms
IEPModel,8768,0.999999986992,78.1235ms
IEPModel,8769,0.999999987028,73.632375ms
IEPModel,8770,0.999999987063,79.34575ms
IEPModel,8771,0.999999987099,87.808292ms
IEPModel,8772,0.999999987134,71.565541ms
IEPModel,8773,0.999999987169,73.3875ms
IEPModel,8774,0.999999987204,78.005292ms
IEPModel,8775,0.999999987239,81.898459ms
IEPModel,8776,0.999999987274,78.180666ms
IEPModel,8777,0.999999987309,94.097209ms
IEPModel,8778,0.999999987344,72.373833ms
IEPModel,8779,0.999999987379,81.404208ms
IEPModel,8780,0.999999987413,71.400375ms
IEPModel,8781,0.999999987448,78.826541ms
IEPModel,8782,0.999999987482,67.947416ms
IEPModel,8783,0.999999987516,76.0625ms
IEPModel,8784,0.999999987551,78.063375ms
IEPModel,8785,0.999999987585,72.97425ms
IEPModel,8786,0.999999987619,89.834458ms
IEPModel,8787,0.999999987653,75.321041ms
IEPModel,8788,0.999999987686,79.882708ms
IEPModel,8789,0.99999998772,73.759084ms
IEPModel,8790,0.999999987754,71.727209ms
IEPModel,8791,0.999999987787,78.177416ms
IEPModel,8792,0.999999987821,79.333833ms
IEPModel,8793,0.999999987854,71.222958ms
IEPModel,8794,0.999999987887,89.582791ms
IEPModel,8795,0.999999987921,73.148833ms
IEPModel,8796,0.999999987954,72.149625ms
IEPModel,8797,0.999999987987,80.134416ms
IEPModel,8798,0.99999998802,71.981041ms
IEPModel,8799,0.999999988052,73.193291ms
IEPModel,8800,0.999999988085,77.4145ms
IEPModel,8801,0.999999988118,73.681833ms
IEPModel,8802,0.99999998815,77.051709ms
IEPModel,8803,0.999999988183,73.085542ms
IEPModel,8804,0.999999988215,73.193333ms
IEPModel,8805,0.999999988247,78.82225ms
IEPModel,8806,0.99999998828,72.041792ms
IEPModel,8807,0.999999988312,71.100083ms
IEPModel,8808,0.999999988344,80.437875ms
IEPModel,8809,0.999999988376,64.706458ms
IEPModel,8810,0.999999988408,64.851583ms
IEPModel,8811,0.999999988439,71.35225ms
IEPModel,8812,0.999999988471,74.461542ms
IEPModel,8813,0.999999988503,76.210583ms
IEPModel,8814,0.999999988534,71.354958ms
IEPModel,8815,0.999999988566,76.723625ms
IEPModel,8816,0.999999988597,73.471334ms
IEPModel,8817,0.999999988628,73.649958ms
IEPModel,8818,0.999999988659,80.69525ms
IEPModel,8819,0.99999998869,67.072083ms
IEPModel,8820,0.999999988721,67.257833ms
IEPModel,8821,0.999999988752,71.403666ms
IEPModel,8822,0.999999988783,93.048416ms
IEPModel,8823,0.999999988814,86.545583ms
IEPModel,8824,0.999999988844,79.842041ms
IEPModel,8825,0.999999988875,79.379417ms
IEPModel,8826,0.999999988905,73.866ms
IEPModel,8827,0.999999988936,72.968292ms
IEPModel,8828,0.999999988966,66.601333ms
IEPModel,8829,0.999999988996,82.077417ms
IEPModel,8830,0.999999989026,82.500625ms
IEPModel,8831,0.999999989057,73.02ms
IEPModel,8832,0.999999989087,74.678667ms
IEPModel,8833,0.999999989116,79.3055ms
IEPModel,8834,0.999999989146,78.986542ms
IEPModel,8835,0.999999989176,73.800375ms
IEPModel,8836,0.999999989206,108.352084ms
IEPModel,8837,0.999999989235,67.833667ms
IEPModel,8838,0.999999989265,89.276834ms
IEPModel,8839,0.999999989294,72.955083ms
IEPModel,8840,0.999999989323,73.737625ms
IEPModel,8841,0.999999989353,72.876208ms
IEPModel,8842,0.999999989382,73.836292ms
IEPModel,8843,0.999999989411,71.1605ms
IEPModel,8844,0.99999998944,74.837833ms
IEPModel,8845,0.999999989469,73.333375ms
IEPModel,8846,0.999999989498,85.405959ms
IEPModel,8847,0.999999989527,72.336625ms
IEPModel,8848,0.999999989555,77.081792ms
IEPModel,8849,0.999999989584,82.230958ms
IEPModel,8850,0.999999989612,77.581458ms
IEPModel,8851,0.999999989641,79.28875ms
IEPModel,8852,0.999999989669,74.594458ms
IEPModel,8853,0.999999989697,74.596542ms
IEPModel,8854,0.999999989726,80.994458ms
IEPModel,8855,0.999999989754,72.060417ms
IEPModel,8856,0.999999989782,75.511875ms
IEPModel,8857,0.99999998981,73.531292ms
IEPModel,8858,0.999999989838,72.393167ms
IEPModel,8859,0.999999989866,79.799708ms
IEPModel,8860,0.999999989893,76.969417ms
IEPModel,8861,0.999999989921,76.101958ms
IEPModel,8862,0.999999989949,96.741125ms
IEPModel,8863,0.999999989976,76.415417ms
IEPModel,8864,0.999999990004,75.434125ms
IEPModel,8865,0.999999990031,67.42125ms
IEPModel,8866,0.999999990058,86.932959ms
IEPModel,8867,0.999999990086,71.749875ms
IEPModel,8868,0.999999990113,74.54625ms
IEPModel,8869,0.99999999014,78.455709ms
IEPModel,8870,0.999999990167,80.92225ms
IEPModel,8871,0.999999990194,80.140125ms
IEPModel,8872,0.999999990221,74.896708ms
IEPModel,8873,0.999999990248,77.706333ms
IEPModel,8874,0.999999990274,75.113625ms
IEPModel,8875,0.999999990301,75.030667ms
IEPModel,8876,0.999999990327,87.583041ms
IEPModel,8877,0.999999990354,75.824625ms
IEPModel,8878,0.99999999038,86.325667ms
IEPModel,8879,0.999999990407,75.128375ms
IEPModel,8880,0.999999990433,77.396583ms
IEPModel,8881,0.999999990459,86.602791ms
IEPModel,8882,0.999999990485,75.756459ms
IEPModel,8883,0.999999990511,75.275583ms
IEPModel,8884,0.999999990537,77.164583ms
IEPModel,8885,0.999999990563,67.243791ms
IEPModel,8886,0.999999990589,73.734792ms
IEPModel,8887,0.999999990615,75.58775ms
IEPModel,8888,0.999999990641,78.665292ms
IEPModel,8889,0.999999990666,74.103917ms
IEPModel,8890,0.999999990692,74.327958ms
IEPModel,8891,0.999999990717,75.250417ms
IEPModel,8892,0.999999990743,68.894375ms
IEPModel,8893,0.999999990768,74.42325ms
IEPModel,8894,0.999999990793,68.413708ms
IEPModel,8895,0.999999990819,77.849708ms
IEPModel,8896,0.999999990844,83.1545ms
IEPModel,8897,0.999999990869,68.860708ms
IEPModel,8898,0.999999990894,81.522542ms
IEPModel,8899,0.999999990919,75.645917ms
IEPModel,8900,0.999999990944,84.112166ms
IEPModel,8901,0.999999990969,74.631166ms
IEPModel,8902,0.999999990993,74.888334ms
IEPModel,8903,0.999999991018,75.165ms
IEPModel,8904,0.999999991043,90.960708ms
IEPModel,8905,0.999999991067,92.541209ms
IEPModel,8906,0.999999991092,91.043541ms
IEPModel,8907,0.999999991116,94.0295ms
IEPModel,8908,0.99999999114,75.624833ms
IEPModel,8909,0.999999991165,74.867416ms
IEPModel,8910,0.999999991189,79.488583ms
IEPModel,8911,0.999999991213,79.058375ms
IEPModel,8912,0.999999991237,75.552375ms
IEPModel,8913,0.999999991261,74.52ms
IEPModel,8914,0.999999991285,76.831583ms
IEPModel,8915,0.999999991309,75.602875ms
IEPModel,8916,0.999999991333,68.302458ms
IEPModel,8917,0.999999991356,75.180292ms
IEPModel,8918,0.99999999138,79.455083ms
IEPModel,8919,0.999999991404,75.969625ms
IEPModel,8920,0.999999991427,76.018458ms
IEPModel,8921,0.999999991451,74.276791ms
IEPModel,8922,0.999999991474,83.252875ms
IEPModel,8923,0.999999991498,67.848667ms
IEPModel,8924,0.999999991521,78.433ms
IEPModel,8925,0.999999991544,77.329875ms
IEPModel,8926,0.999999991567,81.099792ms
IEPModel,8927,0.99999999159,81.315792ms
IEPModel,8928,0.999999991613,81.620834ms
IEPModel,8929,0.999999991636,75.83925ms
IEPModel,8930,0.999999991659,75.958917ms
IEPModel,8931,0.999999991682,76.351167ms
IEPModel,8932,0.999999991705,80.816167ms
IEPModel,8933,0.999999991728,75.992042ms
IEPModel,8934,0.99999999175,80.777291ms
IEPModel,8935,0.999999991773,85.490459ms
IEPModel,8936,0.999999991795,76.214833ms
IEPModel,8937,0.999999991818,83.756708ms
IEPModel,8938,0.99999999184,92.032416ms
IEPModel,8939,0.999999991863,85.083542ms
IEPModel,8940,0.999999991885,83.392875ms
IEPModel,8941,0.999999991907,76.420292ms
IEPModel,8942,0.999999991929,70.673959ms
IEPModel,8943,0.999999991951,82.723458ms
IEPModel,8944,0.999999991974,76.055959ms
IEPModel,8945,0.999999991996,90.390667ms
IEPModel,8946,0.999999992017,75.515167ms
IEPModel,8947,0.999999992039,78.50675ms
IEPModel,8948,0.999999992061,88.875792ms
IEPModel,8949,0.999999992083,81.669208ms
IEPModel,8950,0.999999992105,70.427917ms
IEPModel,8951,0.999999992126,80.250417ms
IEPModel,8952,0.999999992148,76.03525ms
IEPModel,8953,0.999999992169,79.945ms
IEPModel,8954,0.999999992191,75.650833ms
IEPModel,8955,0.999999992212,88.701166ms
IEPModel,8956,0.999999992233,77.457375ms
IEPModel,8957,0.999999992255,78.23925ms
IEPModel,8958,0.999999992276,85.219708ms
IEPModel,8959,0.999999992297,86.974917ms
IEPModel,8960,0.999999992318,84.389083ms
IEPModel,8961,0.999999992339,77.961625ms
IEPModel,8962,0.99999999236,80.321333ms
IEPModel,8963,0.999999992381,89.2375ms
IEPModel,8964,0.999999992402,76.753333ms
IEPModel,8965,0.999999992423,83.865334ms
IEPModel,8966,0.999999992444,77.606042ms
IEPModel,8967,0.999999992464,76.462792ms
IEPModel,8968,0.999999992485,83.897959ms
IEPModel,8969,0.999999992506,84.585125ms
IEPModel,8970,0.999999992526,78.116125ms
IEPModel,8971,0.999999992547,82.149625ms
IEPModel,8972,0.999999992567,95.149875ms
IEPModel,8973,0.999999992587,87.2345ms
IEPModel,8974,0.999999992608,87.323625ms
IEPModel,8975,0.999999992628,83.955584ms
IEPModel,8976,0.999999992648,77.306ms
IEPModel,8977,0.999999992668,84.588917ms
IEPModel,8978,0.999999992688,79.358209ms
IEPModel,8979,0.999999992708,78.986417ms
IEPModel,8980,0.999999992728,96.287ms
IEPModel,8981,0.999999992748,79.141333ms
IEPModel,8982,0.999999992768,76.623834ms
IEPModel,8983,0.999999992788,78.102583ms
IEPModel,8984,0.999999992808,77.924208ms
IEPModel,8985,0.999999992827,78.4015ms
IEPModel,8986,0.999999992847,83.191166ms
IEPModel,8987,0.999999992867,77.242375ms
IEPModel,8988,0.999999992886,82.888833ms
IEPModel,8989,0.999999992906,76.128875ms
IEPModel,8990,0.999999992925,91.0705ms
IEPModel,8991,0.999999992944,91.481291ms
IEPModel,8992,0.999999992964,77.547792ms
IEPModel,8993,0.999999992983,76.295667ms
IEPModel,8994,0.999999993002,97.207ms
IEPModel,8995,0.999999993021,76.195625ms
IEPModel,8996,0.999999993041,75.785792ms
IEPModel,8997,0.99999999306,69.8475ms
IEPModel,8998,0.999999993079,84.500292ms
IEPModel,8999,0.999999993098,76.61275ms
