model,students,probability,time
IEPModel,3820,0.989825922473,19.978708ms
IEPModel,3821,0.989853658787,28.796292ms
IEPModel,3822,0.989881319865,20.294292ms
IEPModel,3823,0.989908905907,39.608166ms
IEPModel,3824,0.989936417116,19.748208ms
IEPModel,3825,0.989963853693,19.751958ms
IEPModel,3826,0.989991215837,25.956709ms
IEPModel,3827,0.99001850375,20.216583ms
IEPModel,3828,0.99004571763,26.04075ms
IEPModel,3829,0.990072857676,20.353125ms
IEPModel,3830,0.990099924087,22.458167ms
IEPModel,3831,0.99012691706,36.610875ms
IEPModel,3832,0.990153836792,25.183875ms
IEPModel,3833,0.990180683481,19.851333ms
IEPModel,3834,0.990207457323,35.706917ms
IEPModel,3835,0.990234158513,29.375875ms
IEPModel,3836,0.990260787247,20.249125ms
IEPModel,3837,0.990287343719,20.237125ms
IEPModel,3838,0.990313828123,20.236875ms
IEPModel,3839,0.990340240654,20.014958ms
IEPModel,3840,0.990366581504,41.388291ms
IEPModel,3841,0.990392850866,20.102708ms
IEPModel,3842,0.990419048932,20.063125ms
IEPModel,3843,0.990445175894,19.988791ms
IEPModel,3844,0.990471231942,20.075625ms
IEPModel,3845,0.990497217269,35.726084ms
IEPModel,3846,0.990523132063,19.99675ms
IEPModel,3847,0.990548976515,32.016958ms
IEPModel,3848,0.990574750813,20.482208ms
IEPModel,3849,0.990600455146,30.153917ms
IEPModel,3850,0.990626089703,19.67325ms
IEPModel,3851,0.99065165467,21.438458ms
IEPModel,3852,0.990677150236,24.972125ms
IEPModel,3853,0.990702576586,19.957416ms
IEPModel,3854,0.990727933907,30.713208ms
IEPModel,3855,0.990753222385,20.679291ms
IEPModel,3856,0.990778442205,26.410584ms
IEPModel,3857,0.990803593551,20.064583ms
IEPModel,3858,0.990828676608,20.223333ms
IEPModel,3859,0.990853691559,26.760958ms
IEPModel,3860,0.990878638587,20.258166ms
IEPModel,3861,0.990903517876,25.638042ms
IEPModel,3862,0.990928329608,19.857708ms
IEPModel,3863,0.990953073964,26.184875ms
IEPModel,3864,0.990977751126,22.166584ms
IEPModel,3865,0.991002361274,24.45975ms
IEPModel,3866,0.99102690459,19.845916ms
IEPModel,3867,0.991051381252,26.477459ms
IEPModel,3868,0.99107579144,20.441584ms
IEPModel,3869,0.991100135333,20.432709ms
IEPModel,3870,0.99112441311,20.430084ms
IEPModel,3871,0.991148624949,27.047459ms
IEPModel,3872,0.991172771026,25.2965ms
IEPModel,3873,0.99119685152,20.555208ms
IEPModel,3874,0.991220866606,32.415625ms
IEPModel,3875,0.991244816461,19.971792ms
IEPModel,3876,0.99126870126,19.782166ms
IEPModel,3877,0.991292521179,26.269667ms
IEPModel,3878,0.991316276393,20.179ms
IEPModel,3879,0.991339967075,26.114292ms
IEPModel,3880,0.991363593399,20.691542ms
IEPModel,3881,0.991387155539,23.746417ms
IEPModel,3882,0.991410653667,23.398667ms
IEPModel,3883,0.991434087957,25.326542ms
IEPModel,3884,0.991457458579,20.200708ms
IEPModel,3885,0.991480765706,22.70525ms
IEPModel,3886,0.991504009508,25.80725ms
IEPModel,3887,0.991527190156,19.749375ms
IEPModel,3888,0.991550307821,19.67975ms
IEPModel,3889,0.991573362671,19.312958ms
IEPModel,3890,0.991596354876,45.994125ms
IEPModel,3891,0.991619284606,20.183167ms
IEPModel,3892,0.991642152028,20.24375ms
IEPModel,3893,0.99166495731,20.138875ms
IEPModel,3894,0.991687700619,20.35875ms
IEPModel,3895,0.991710382123,20.360125ms
IEPModel,3896,0.991733001989,40.903708ms
IEPModel,3897,0.991755560382,20.435625ms
IEPModel,3898,0.991778057468,20.333166ms
IEPModel,3899,0.991800493412,20.424458ms
IEPModel,3900,0.99182286838,20.48175ms
IEPModel,3901,0.991845182534,26.059334ms
IEPModel,3902,0.991867436041,20.795666ms
IEPModel,3903,0.991889629062,20.894333ms
IEPModel,3904,0.991911761761,20.875625ms
IEPModel,3905,0.991933834302,23.577959ms
IEPModel,3906,0.991955846844,23.496292ms
IEPModel,3907,0.991977799552,20.326ms
IEPModel,3908,0.991999692586,20.4005ms
IEPModel,3909,0.992021526106,20.174083ms
IEPModel,3910,0.992043300274,19.95125ms
IEPModel,3911,0.99206501525,26.967416ms
IEPModel,3912,0.992086671192,20.557792ms
IEPModel,3913,0.992108268261,29.113708ms
IEPModel,3914,0.992129806615,32.915959ms
IEPModel,3915,0.992151286413,20.984875ms
IEPModel,3916,0.992172707812,40.570042ms
IEPModel,3917,0.99219407097,21.481875ms
IEPModel,3918,0.992215376045,20.471416ms
IEPModel,3919,0.992236623192,22.366334ms
IEPModel,3920,0.992257812568,20.535667ms
IEPModel,3921,0.99227894433,23.4465ms
IEPModel,3922,0.992300018632,22.929542ms
IEPModel,3923,0.992321035629,19.928583ms
IEPModel,3924,0.992341995477,27.916875ms
IEPModel,3925,0.992362898329,21.051625ms
IEPModel,3926,0.992383744339,20.702166ms
IEPModel,3927,0.99240453366,26.927167ms
IEPModel,3928,0.992425266447,20.044875ms
IEPModel,3929,0.99244594285,29.873084ms
IEPModel,3930,0.992466563023,20.683208ms
IEPModel,3931,0.992487127117,26.628709ms
IEPModel,3932,0.992507635283,20.948167ms
IEPModel,3933,0.992528087673,20.754709ms
IEPModel,3934,0.992548484437,26.676583ms
IEPModel,3935,0.992568825726,21.107792ms
IEPModel,3936,0.992589111688,34.795542ms
IEPModel,3937,0.992609342474,21.042416ms
IEPModel,3938,0.992629518232,28.74225ms
IEPModel,3939,0.992649639111,20.857916ms
IEPModel,3940,0.992669705259,30.529291ms
IEPModel,3941,0.992689716824,20.476959ms
IEPModel,3942,0.992709673953,20.366375ms
IEPModel,3943,0.992729576794,20.543875ms
IEPModel,3944,0.992749425492,21.6575ms
IEPModel,3945,0.992769220195,31.446583ms
IEPModel,3946,0.992788961048,20.63825ms
IEPModel,3947,0.992808648196,27.492833ms
IEPModel,3948,0.992828281785,20.953416ms
IEPModel,3949,0.992847861959,21.015792ms
IEPModel,3950,0.992867388862,21.086209ms
IEPModel,3951,0.992886862639,30.145917ms
IEPModel,3952,0.992906283432,21.378584ms
IEPModel,3953,0.992925651386,28.081792ms
IEPModel,3954,0.992944966642,21.4835ms
IEPModel,3955,0.992964229344,29.501167ms
IEPModel,3956,0.992983439633,21.179375ms
IEPModel,3957,0.993002597651,26.780709ms
IEPModel,3958,0.993021703538,20.453042ms
IEPModel,3959,0.993040757437,19.961417ms
IEPModel,3960,0.993059759487,20.049583ms
IEPModel,3961,0.993078709828,20.408125ms
IEPModel,3962,0.993097608601,20.30975ms
IEPModel,3963,0.993116455945,20.716ms
IEPModel,3964,0.993135251998,28.666ms
IEPModel,3965,0.993153996899,20.768583ms
IEPModel,3966,0.993172690787,20.660917ms
IEPModel,3967,0.993191333799,25.954709ms
IEPModel,3968,0.993209926073,30.031166ms
IEPModel,3969,0.993228467747,21.124792ms
IEPModel,3970,0.993246958956,27.177917ms
IEPModel,3971,0.993265399837,20.844917ms
IEPModel,3972,0.993283790527,20.908459ms
IEPModel,3973,0.993302131161,26.873959ms
IEPModel,3974,0.993320421875,20.833125ms
IEPModel,3975,0.993338662803,21.048666ms
IEPModel,3976,0.99335685408,21.019334ms
IEPModel,3977,0.99337499584,30.509541ms
IEPModel,3978,0.993393088217,20.35075ms
IEPModel,3979,0.993411131346,26.749042ms
IEPModel,3980,0.993429125358,20.66875ms
IEPModel,3981,0.993447070387,20.570625ms
IEPModel,3982,0.993464966565,20.650541ms
IEPModel,3983,0.993482814024,20.616291ms
IEPModel,3984,0.993500612897,28.622417ms
IEPModel,3985,0.993518363314,21.466292ms
IEPModel,3986,0.993536065406,26.379333ms
IEPModel,3987,0.993553719305,23.292042ms
IEPModel,3988,0.993571325141,20.704916ms
IEPModel,3989,0.993588883044,44.421459ms
IEPModel,3990,0.993606393143,20.770792ms
IEPModel,3991,0.993623855567,20.555791ms
IEPModel,3992,0.993641270447,20.755875ms
IEPModel,3993,0.993658637909,26.910542ms
IEPModel,3994,0.993675958084,20.869917ms
IEPModel,3995,0.993693231098,30.413291ms
IEPModel,3996,0.993710457079,21.232583ms
IEPModel,3997,0.993727636154,28.342792ms
IEPModel,3998,0.993744768451,20.295334ms
IEPModel,3999,0.993761854096,26.081125ms
IEPModel,4000,0.993778893216,20.869042ms
IEPModel,4001,0.993795885935,20.466375ms
IEPModel,4002,0.99381283238,30.680083ms
IEPModel,4003,0.993829732677,20.742ms
IEPModel,4004,0.993846586949,20.786666ms
IEPModel,4005,0.993863395321,27.417583ms
IEPModel,4006,0.993880157919,21.6575ms
IEPModel,4007,0.993896874865,27.160791ms
IEPModel,4008,0.993913546283,28.656833ms
IEPModel,4009,0.993930172296,23.131916ms
IEPModel,4010,0.993946753028,25.1425ms
IEPModel,4011,0.993963288601,20.816292ms
IEPModel,4012,0.993979779137,26.995125ms
IEPModel,4013,0.993996224758,21.071208ms
IEPModel,4014,0.994012625586,30.369791ms
IEPModel,4015,0.994028981743,20.328833ms
IEPModel,4016,0.994045293348,20.134458ms
IEPModel,4017,0.994061560522,20.089625ms
IEPModel,4018,0.994077783387,20.393875ms
IEPModel,4019,0.994093962061,20.416042ms
IEPModel,4020,0.994110096666,20.28325ms
IEPModel,4021,0.994126187319,20.238417ms
IEPModel,4022,0.99414223414,20.343708ms
IEPModel,4023,0.994158237248,20.486125ms
IEPModel,4024,0.994174196761,30.309333ms
IEPModel,4025,0.994190112797,21.143833ms
IEPModel,4026,0.994205985474,35.746583ms
IEPModel,4027,0.994221814909,21.194458ms
IEPModel,4028,0.99423760122,29.687792ms
IEPModel,4029,0.994253344523,30.5865ms
IEPModel,4030,0.994269044935,21.001416ms
IEPModel,4031,0.994284702572,27.270208ms
IEPModel,4032,0.99430031755,21.080334ms
IEPModel,4033,0.994315889984,21.10825ms
IEPModel,4034,0.99433141999,21.109875ms
IEPModel,4035,0.994346907683,33.615459ms
IEPModel,4036,0.994362353177,20.426209ms
IEPModel,4037,0.994377756587,20.363917ms
IEPModel,4038,0.994393118026,27.136958ms
IEPModel,4039,0.994408437609,21.014417ms
IEPModel,4040,0.994423715449,27.500958ms
IEPModel,4041,0.994438951658,21.384667ms
IEPModel,4042,0.994454146351,26.263875ms
IEPModel,4043,0.994469299638,22.855375ms
IEPModel,4044,0.994484411634,21.179833ms
IEPModel,4045,0.994499482448,26.490167ms
IEPModel,4046,0.994514512194,20.381042ms
IEPModel,4047,0.994529500982,26.743958ms
IEPModel,4048,0.994544448923,20.86575ms
IEPModel,4049,0.994559356128,32.043ms
IEPModel,4050,0.994574222708,21.334917ms
IEPModel,4051,0.994589048772,23.69325ms
IEPModel,4052,0.994603834431,24.667291ms
IEPModel,4053,0.994618579794,21.533875ms
IEPModel,4054,0.99463328497,34.931792ms
IEPModel,4055,0.994647950068,20.543417ms
IEPModel,4056,0.994662575197,20.201833ms
IEPModel,4057,0.994677160465,27.572958ms
IEPModel,4058,0.99469170598,20.464084ms
IEPModel,4059,0.99470621185,29.84875ms
IEPModel,4060,0.994720678183,20.849625ms
IEPModel,4061,0.994735105085,20.924041ms
IEPModel,4062,0.994749492664,20.956834ms
IEPModel,4063,0.994763841026,25.380541ms
IEPModel,4064,0.994778150278,23.593417ms
IEPModel,4065,0.994792420525,20.894333ms
IEPModel,4066,0.994806651874,27.219417ms
IEPModel,4067,0.99482084443,21.312333ms
IEPModel,4068,0.994834998298,27.280083ms
IEPModel,4069,0.994849113582,20.804833ms
IEPModel,4070,0.994863190389,26.743833ms
IEPModel,4071,0.994877228821,20.893375ms
IEPModel,4072,0.994891228984,21.343125ms
IEPModel,4073,0.994905190981,21.004542ms
IEPModel,4074,0.994919114915,21.012708ms
IEPModel,4075,0.994933000889,27.815ms
IEPModel,4076,0.994946849008,21.0125ms
IEPModel,4077,0.994960659373,29.604459ms
IEPModel,4078,0.994974432086,21.245333ms
IEPModel,4079,0.99498816725,20.97175ms
IEPModel,4080,0.995001864968,26.722292ms
IEPModel,4081,0.995015525339,20.438167ms
IEPModel,4082,0.995029148466,32.818917ms
IEPModel,4083,0.99504273445,21.117958ms
IEPModel,4084,0.995056283391,21.059125ms
IEPModel,4085,0.995069795391,27.346166ms
IEPModel,4086,0.995083270549,21.092708ms
IEPModel,4087,0.995096708964,27.158125ms
IEPModel,4088,0.995110110738,20.431333ms
IEPModel,4089,0.995123475969,25.576166ms
IEPModel,4090,0.995136804757,25.580208ms
IEPModel,4091,0.9951500972,20.929083ms
IEPModel,4092,0.995163353397,27.6155ms
IEPModel,4093,0.995176573447,20.808875ms
IEPModel,4094,0.995189757446,26.868417ms
IEPModel,4095,0.995202905495,16.453334ms
IEPModel,4096,0.995216017689,16.549166ms
IEPModel,4097,0.995229094126,23.152709ms
IEPModel,4098,0.995242134904,16.405625ms
IEPModel,4099,0.995255140119,16.278042ms
IEPModel,4100,0.995268109867,22.596708ms
IEPModel,4101,0.995281044245,16.39775ms
IEPModel,4102,0.995293943349,16.447625ms
IEPModel,4103,0.995306807275,23.873209ms
IEPModel,4104,0.995319636118,16.573833ms
IEPModel,4105,0.995332429973,16.703875ms
IEPModel,4106,0.995345188936,16.844208ms
IEPModel,4107,0.9953579131,16.949042ms
IEPModel,4108,0.995370602561,16.791875ms
IEPModel,4109,0.995383257413,22.568917ms
IEPModel,4110,0.99539587775,16.637ms
IEPModel,4111,0.995408463665,16.73675ms
IEPModel,4112,0.995421015252,23.758792ms
IEPModel,4113,0.995433532604,16.40125ms
IEPModel,4114,0.995446015814,23.101959ms
IEPModel,4115,0.995458464975,18.834334ms
IEPModel,4116,0.995470880179,16.631ms
IEPModel,4117,0.995483261518,17.989167ms
IEPModel,4118,0.995495609085,21.865042ms
IEPModel,4119,0.995507922971,16.800333ms
IEPModel,4120,0.995520203268,17.830125ms
IEPModel,4121,0.995532450066,30.9265ms
IEPModel,4122,0.995544663457,17.053708ms
IEPModel,4123,0.995556843532,17.0745ms
IEPModel,4124,0.99556899038,23.121375ms
IEPModel,4125,0.995581104093,16.622666ms
IEPModel,4126,0.99559318476,22.51675ms
IEPModel,4127,0.995605232472,16.829416ms
IEPModel,4128,0.995617247316,17.046042ms
IEPModel,4129,0.995629229384,20.897583ms
IEPModel,4130,0.995641178763,19.325459ms
IEPModel,4131,0.995653095543,16.849333ms
IEPModel,4132,0.995664979811,23.408041ms
IEPModel,4133,0.995676831658,17.108708ms
IEPModel,4134,0.99568865117,20.459292ms
IEPModel,4135,0.995700438435,27.287167ms
IEPModel,4136,0.995712193542,16.6635ms
IEPModel,4137,0.995723916576,16.965458ms
IEPModel,4138,0.995735607627,22.878458ms
IEPModel,4139,0.995747266779,17.1225ms
IEPModel,4140,0.995758894121,17.155541ms
IEPModel,4141,0.995770489738,17.247209ms
IEPModel,4142,0.995782053717,17.380708ms
IEPModel,4143,0.995793586144,17.334625ms
IEPModel,4144,0.995805087104,24.047125ms
IEPModel,4145,0.995816556683,17.465625ms
IEPModel,4146,0.995827994966,17.964041ms
IEPModel,4147,0.995839402039,23.032458ms
IEPModel,4148,0.995850777985,17.434417ms
IEPModel,4149,0.99586212289,23.016417ms
IEPModel,4150,0.995873436838,17.136834ms
IEPModel,4151,0.995884719913,16.97925ms
IEPModel,4152,0.995895972199,28.49825ms
IEPModel,4153,0.99590719378,17.561708ms
IEPModel,4154,0.995918384739,17.355417ms
IEPModel,4155,0.995929545159,17.463ms
IEPModel,4156,0.995940675124,17.488042ms
IEPModel,4157,0.995951774716,17.600208ms
IEPModel,4158,0.995962844018,19.444708ms
IEPModel,4159,0.995973883111,25.297083ms
IEPModel,4160,0.995984892079,18.191708ms
IEPModel,4161,0.995995871003,23.041833ms
IEPModel,4162,0.996006819964,17.380292ms
IEPModel,4163,0.996017739045,23.757083ms
IEPModel,4164,0.996028628326,17.789833ms
IEPModel,4165,0.996039487889,17.647834ms
IEPModel,4166,0.996050317813,23.55575ms
IEPModel,4167,0.996061118181,19.175ms
IEPModel,4168,0.996071889072,17.723833ms
IEPModel,4169,0.996082630565,26.094458ms
IEPModel,4170,0.996093342743,22.547458ms
IEPModel,4171,0.996104025683,18.161125ms
IEPModel,4172,0.996114679465,25.656792ms
IEPModel,4173,0.996125304169,17.473375ms
IEPModel,4174,0.996135899874,17.289583ms
IEPModel,4175,0.996146466658,24.208042ms
IEPModel,4176,0.996157004601,17.7455ms
IEPModel,4177,0.99616751378,17.857542ms
IEPModel,4178,0.996177994274,24.479583ms
IEPModel,4179,0.996188446161,18.44575ms
IEPModel,4180,0.996198869518,18.394541ms
IEPModel,4181,0.996209264424,29.598333ms
IEPModel,4182,0.996219630956,17.60825ms
IEPModel,4183,0.99622996919,27.349542ms
IEPModel,4184,0.996240279204,17.444042ms
IEPModel,4185,0.996250561074,25.545125ms
IEPModel,4186,0.996260814878,17.37525ms
IEPModel,4187,0.996271040691,18.266625ms
IEPModel,4188,0.996281238589,23.378375ms
IEPModel,4189,0.996291408649,18.910708ms
IEPModel,4190,0.996301550945,17.803167ms
IEPModel,4191,0.996311665555,17.705875ms
IEPModel,4192,0.996321752552,17.97875ms
IEPModel,4193,0.996331812013,23.7675ms
IEPModel,4194,0.996341844011,18.278666ms
IEPModel,4195,0.996351848623,24.744542ms
IEPModel,4196,0.996361825921,18.181583ms
IEPModel,4197,0.996371775981,18.322041ms
IEPModel,4198,0.996381698876,24.246292ms
IEPModel,4199,0.996391594681,18.453625ms
IEPModel,4200,0.996401463469,18.423417ms
IEPModel,4201,0.996411305314,23.946583ms
IEPModel,4202,0.996421120288,18.154792ms
IEPModel,4203,0.996430908466,18.555709ms
IEPModel,4204,0.99644066992,18.200584ms
IEPModel,4205,0.996450404722,24.255709ms
IEPModel,4206,0.996460112945,18.416ms
IEPModel,4207,0.996469794662,25.299667ms
IEPModel,4208,0.996479449945,18.927125ms
IEPModel,4209,0.996489078865,18.819083ms
IEPModel,4210,0.996498681495,18.685416ms
IEPModel,4211,0.996508257905,26.738709ms
IEPModel,4212,0.996517808168,18.688125ms
IEPModel,4213,0.996527332353,18.589208ms
IEPModel,4214,0.996536830533,18.559917ms
IEPModel,4215,0.996546302778,20.998875ms
IEPModel,4216,0.996555749159,22.133292ms
IEPModel,4217,0.996565169746,18.609541ms
IEPModel,4218,0.996574564609,32.48675ms
IEPModel,4219,0.996583933818,18.66975ms
IEPModel,4220,0.996593277443,19.717042ms
IEPModel,4221,0.996602595554,24.825959ms
IEPModel,4222,0.99661188822,19.172ms
IEPModel,4223,0.99662115551,29.380667ms
IEPModel,4224,0.996630397494,19.423917ms
IEPModel,4225,0.99663961424,18.774917ms
IEPModel,4226,0.996648805817,26.348334ms
IEPModel,4227,0.996657972293,18.803167ms
IEPModel,4228,0.996667113737,24.853208ms
IEPModel,4229,0.996676230217,19.21475ms
IEPModel,4230,0.996685321801,24.584166ms
IEPModel,4231,0.996694388557,18.396875ms
IEPModel,4232,0.996703430552,24.015583ms
IEPModel,4233,0.996712447854,19.507125ms
IEPModel,4234,0.996721440529,18.746833ms
IEPModel,4235,0.996730408645,18.790041ms
IEPModel,4236,0.996739352269,25.295208ms
IEPModel,4237,0.996748271468,18.830042ms
IEPModel,4238,0.996757166307,18.817292ms
IEPModel,4239,0.996766036854,24.831666ms
IEPModel,4240,0.996774883174,18.920292ms
IEPModel,4241,0.996783705334,19.023666ms
IEPModel,4242,0.996792503398,24.38725ms
IEPModel,4243,0.996801277433,18.508042ms
IEPModel,4244,0.996810027505,24.89625ms
IEPModel,4245,0.996818753678,18.941791ms
IEPModel,4246,0.996827456017,19.07125ms
IEPModel,4247,0.996836134587,18.943292ms
IEPModel,4248,0.996844789454,22.383708ms
IEPModel,4249,0.996853420681,21.744791ms
IEPModel,4250,0.996862028333,19.123ms
IEPModel,4251,0.996870612475,18.99375ms
IEPModel,4252,0.996879173169,41.682166ms
IEPModel,4253,0.996887710481,19.218542ms
IEPModel,4254,0.996896224473,19.228625ms
IEPModel,4255,0.99690471521,19.091375ms
IEPModel,4256,0.996913182754,19.176542ms
IEPModel,4257,0.996921627169,40.167708ms
IEPModel,4258,0.996930048517,19.188375ms
IEPModel,4259,0.996938446862,19.2635ms
IEPModel,4260,0.996946822267,19.304875ms
IEPModel,4261,0.996955174792,19.01775ms
IEPModel,4262,0.996963504502,19.206125ms
IEPModel,4263,0.996971811458,19.216291ms
IEPModel,4264,0.996980095722,19.302ms
IEPModel,4265,0.996988357356,19.344834ms
IEPModel,4266,0.996996596421,30.330958ms
IEPModel,4267,0.997004812979,30.460125ms
IEPModel,4268,0.997013007092,19.422375ms
IEPModel,4269,0.99702117882,25.445292ms
IEPModel,4270,0.997029328224,19.476333ms
IEPModel,4271,0.997037455365,20.677666ms
IEPModel,4272,0.997045560305,27.776333ms
IEPModel,4273,0.997053643102,19.824292ms
IEPModel,4274,0.997061703819,25.378125ms
IEPModel,4275,0.997069742514,19.086292ms
IEPModel,4276,0.997077759247,19.333208ms
IEPModel,4277,0.99708575408,25.359375ms
IEPModel,4278,0.99709372707,19.517875ms
IEPModel,4279,0.997101678279,19.516459ms
IEPModel,4280,0.997109607764,19.55225ms
IEPModel,4281,0.997117515586,19.574584ms
IEPModel,4282,0.997125401803,19.684708ms
IEPModel,4283,0.997133266474,19.737917ms
IEPModel,4284,0.997141109658,19.64325ms
IEPModel,4285,0.997148931413,19.907042ms
IEPModel,4286,0.997156731799,22.963917ms
IEPModel,4287,0.997164510872,19.368125ms
IEPModel,4288,0.997172268691,25.879834ms
IEPModel,4289,0.997180005314,19.8805ms
IEPModel,4290,0.997187720799,25.595417ms
IEPModel,4291,0.997195415203,19.751458ms
IEPModel,4292,0.997203088584,30.199375ms
IEPModel,4293,0.997210740999,27.150917ms
IEPModel,4294,0.997218372506,20.439958ms
IEPModel,4295,0.99722598316,26.241375ms
IEPModel,4296,0.997233573019,19.466708ms
IEPModel,4297,0.99724114214,24.069917ms
IEPModel,4298,0.997248690579,21.124292ms
IEPModel,4299,0.997256218393,19.933916ms
IEPModel,4300,0.997263725637,26.168625ms
IEPModel,4301,0.997271212368,20.362083ms
IEPModel,4302,0.997278678642,25.857166ms
IEPModel,4303,0.997286124514,20.371042ms
IEPModel,4304,0.997293550041,20.491791ms
IEPModel,4305,0.997300955276,29.14075ms
IEPModel,4306,0.997308340277,28.766041ms
IEPModel,4307,0.997315705097,22.80725ms
IEPModel,4308,0.997323049792,26.361833ms
IEPModel,4309,0.997330374417,20.268791ms
IEPModel,4310,0.997337679027,26.256459ms
IEPModel,4311,0.997344963675,20.653166ms
IEPModel,4312,0.997352228417,21.999125ms
IEPModel,4313,0.997359473307,20.680334ms
IEPModel,4314,0.997366698398,20.286875ms
IEPModel,4315,0.997373903746,26.569291ms
IEPModel,4316,0.997381089402,27.031916ms
IEPModel,4317,0.997388255422,20.738125ms
IEPModel,4318,0.997395401859,30.024417ms
IEPModel,4319,0.997402528766,23.517667ms
IEPModel,4320,0.997409636196,19.964041ms
IEPModel,4321,0.997416724203,26.956125ms
IEPModel,4322,0.997423792839,20.286458ms
IEPModel,4323,0.997430842158,20.413917ms
IEPModel,4324,0.997437872211,21.299333ms
IEPModel,4325,0.997444883052,27.338375ms
IEPModel,4326,0.997451874732,20.176375ms
IEPModel,4327,0.997458847305,27.423333ms
IEPModel,4328,0.997465800821,30.078583ms
IEPModel,4329,0.997472735334,20.33475ms
IEPModel,4330,0.997479650894,20.236416ms
IEPModel,4331,0.997486547554,31.874083ms
IEPModel,4332,0.997493425366,20.5955ms
IEPModel,4333,0.997500284379,26.868666ms
IEPModel,4334,0.997507124646,20.693875ms
IEPModel,4335,0.997513946219,25.578125ms
IEPModel,4336,0.997520749146,21.793667ms
IEPModel,4337,0.997527533481,20.829542ms
IEPModel,4338,0.997534299273,22.035ms
IEPModel,4339,0.997541046573,26.583625ms
IEPModel,4340,0.99754777543,26.071625ms
IEPModel,4341,0.997554485897,20.925875ms
IEPModel,4342,0.997561178022,21.024ms
IEPModel,4343,0.997567851856,34.763709ms
IEPModel,4344,0.997574507449,20.393875ms
IEPModel,4345,0.99758114485,26.86725ms
IEPModel,4346,0.997587764109,21.00075ms
IEPModel,4347,0.997594365275,26.96875ms
IEPModel,4348,0.997600948399,20.940208ms
IEPModel,4349,0.997607513528,26.39025ms
IEPModel,4350,0.997614060712,20.528667ms
IEPModel,4351,0.99762059,22.977375ms
IEPModel,4352,0.997627101441,23.879ms
IEPModel,4353,0.997633595083,20.873792ms
IEPModel,4354,0.997640070976,29.688167ms
IEPModel,4355,0.997646529166,20.83975ms
IEPModel,4356,0.997652969704,21.553041ms
IEPModel,4357,0.997659392636,27.076792ms
IEPModel,4358,0.997665798011,20.473667ms
IEPModel,4359,0.997672185877,28.313125ms
IEPModel,4360,0.997678556281,21.464417ms
IEPModel,4361,0.997684909272,26.832791ms
IEPModel,4362,0.997691244896,20.903583ms
IEPModel,4363,0.9976975632,26.839584ms
IEPModel,4364,0.997703864233,20.860041ms
IEPModel,4365,0.997710148042,24.046ms
IEPModel,4366,0.997716414672,24.051458ms
IEPModel,4367,0.997722664172,21.211667ms
IEPModel,4368,0.997728896588,28.164625ms
IEPModel,4369,0.997735111966,21.534292ms
IEPModel,4370,0.997741310353,23.019125ms
IEPModel,4371,0.997747491795,25.38725ms
IEPModel,4372,0.997753656339,20.872208ms
IEPModel,4373,0.99775980403,26.799833ms
IEPModel,4374,0.997765934915,21.272541ms
IEPModel,4375,0.99777204904,27.500792ms
IEPModel,4376,0.997778146449,21.341667ms
IEPModel,4377,0.997784227189,27.102083ms
IEPModel,4378,0.997790291306,20.955541ms
IEPModel,4379,0.997796338843,20.934833ms
IEPModel,4380,0.997802369848,21.508667ms
IEPModel,4381,0.997808384365,34.152542ms
IEPModel,4382,0.997814382438,21.46875ms
IEPModel,4383,0.997820364113,27.270708ms
IEPModel,4384,0.997826329435,21.403209ms
IEPModel,4385,0.997832278447,27.144417ms
IEPModel,4386,0.997838211196,21.148292ms
IEPModel,4387,0.997844127724,27.143083ms
IEPModel,4388,0.997850028076,21.612084ms
IEPModel,4389,0.997855912296,21.819208ms
IEPModel,4390,0.997861780429,27.500042ms
IEPModel,4391,0.997867632518,21.694ms
IEPModel,4392,0.997873468608,21.656791ms
IEPModel,4393,0.99787928874,21.522292ms
IEPModel,4394,0.99788509296,28.066083ms
IEPModel,4395,0.997890881311,21.474792ms
IEPModel,4396,0.997896653835,33.449083ms
IEPModel,4397,0.997902410577,22.016042ms
IEPModel,4398,0.997908151578,21.74375ms
IEPModel,4399,0.997913876883,28.852083ms
IEPModel,4400,0.997919586534,21.971791ms
IEPModel,4401,0.997925280573,22.100708ms
IEPModel,4402,0.997930959044,28.53575ms
IEPModel,4403,0.997936621988,21.868541ms
IEPModel,4404,0.997942269448,22.042334ms
IEPModel,4405,0.997947901467,28.301ms
IEPModel,4406,0.997953518086,21.222708ms
IEPModel,4407,0.997959119348,27.189709ms
IEPModel,4408,0.997964705294,22.072833ms
IEPModel,4409,0.997970275966,23.704041ms
IEPModel,4410,0.997975831406,28.451166ms
IEPModel,4411,0.997981371656,21.761625ms
IEPModel,4412,0.997986896756,30.195208ms
IEPModel,4413,0.997992406749,28.373667ms
IEPModel,4414,0.997997901675,22.022167ms
IEPModel,4415,0.998003381576,23.247208ms
IEPModel,4416,0.998008846492,21.947875ms
IEPModel,4417,0.998014296465,22.184417ms
IEPModel,4418,0.998019731535,28.337209ms
IEPModel,4419,0.998025151743,22.4345ms
IEPModel,4420,0.99803055713,27.927083ms
IEPModel,4421,0.998035947736,21.412916ms
IEPModel,4422,0.9980413236,21.520458ms
IEPModel,4423,0.998046684765,28.210458ms
IEPModel,4424,0.998052031269,21.655459ms
IEPModel,4425,0.998057363153,21.423416ms
IEPModel,4426,0.998062680456,32.694375ms
IEPModel,4427,0.998067983218,29.965917ms
IEPModel,4428,0.99807327148,22.063083ms
